,y_test,prediction
1837,2759.0752,2880.0
3932,1145.176,642.0
6329,1351.574,1588.0
4196,852.224,1728.0
3100,109.1912,-108.0
5483,524.6504,1756.0
1156,708.4112,1650.0
4941,162.4552,-512.0
3212,181.0976,564.0
6694,1105.228,1818.0
6055,3504.1054,2896.0
4410,6636.6944,5188.0
2667,1724.422,690.0
8140,623.1888,696.0
6425,463.3968,726.0
8180,3174.5344,3324.0
6611,223.7088,-808.0
7155,1581.9408,1402.0
8190,1304.968,2826.0
5413,6474.2392,3944.0
5964,988.0472,2318.0
7202,4225.1668,3516.0
7760,176.437,908.0
1813,3681.874,4148.0
2377,5141.3076,3160.0
5010,2596.62,1612.0
4536,652.484,744.0
7873,103.199,-60.0
8241,73.238,-388.0
3850,1464.76,2364.0
1986,1402.1748,2344.0
1590,435.4332,1580.0
687,121.8414,166.0
979,1277.0044,2580.0
2516,7590.12,3016.0
6381,575.2512,1570.0
8102,1789.6704,1998.0
8340,5296.439,2336.0
2303,5660.6316,3454.0
6875,311.5944,460.0
5511,4656.6052,2872.0
1413,1304.968,1496.0
2817,243.6828,776.0
3260,942.7728,2504.0
7320,3535.398,3108.0
6098,2804.3496,3572.0
2122,717.0666,1924.0
5495,777.6544,664.0
5879,4595.3516,3916.0
8231,2693.8268,2512.0
3595,5331.7264,3648.0
409,3195.84,3716.0
930,743.0328,1052.0
3743,1677.1502,2608.0
2805,3302.368,2640.0
4759,1304.968,2482.0
949,2133.2232,2792.0
7001,3799.0548,3398.0
2990,1230.3984,2502.0
6890,1537.998,2452.0
32,3068.0064,3764.0
983,1223.0746,1424.0
1765,3547.3824,5232.0
1888,2984.1156,1828.0
6074,1583.9382,1972.0
7367,4068.7038,2724.0
6925,3047.3666,3560.0
3402,2580.6408,2234.0
311,527.3136,1004.0
6631,442.757,-436.0
1282,1480.0734,2694.0
65,184.4266,1072.0
7577,2163.1842,1848.0
5867,439.428,1460.0
2267,3338.987,3144.0
3623,2972.1312,2292.0
4855,3934.878,4284.0
7099,1823.6262,2668.0
6816,2395.5484,2560.0
4230,3369.6138,2792.0
2847,1669.8264,1436.0
3090,2541.3586,3600.0
6500,1970.768,1640.0
5858,1369.5506,2044.0
5829,2687.8346,3566.0
4459,4427.57,2908.0
3955,2931.5174,2364.0
2930,2820.9946,2416.0
7262,4380.964,3558.0
514,729.051,790.0
3551,2352.9372,980.0
5189,2700.4848,3262.0
4631,3083.9856,5560.0
1060,5390.3168,2676.0
3439,1757.712,1252.0
6616,2111.9176,2536.0
3270,1150.5024,2276.0
1277,874.8612,838.0
7120,567.2616,1248.0
3954,2693.8268,3002.0
700,1298.31,2156.0
1467,6064.1064,4432.0
176,1010.6844,1446.0
536,2210.456,3472.0
3735,1162.4868,2802.0
6276,3884.943,4160.0
2175,755.0172,2300.0
5631,441.4254,614.0
347,3307.6944,2900.0
1615,3511.4292,3188.0
2664,291.6204,748.0
2090,564.5984,668.0
2975,2025.3636,3578.0
4304,865.54,476.0
5486,3946.8624,2672.0
4612,527.3136,2252.0
4874,498.0184,2088.0
3449,1964.7758,2452.0
1480,1188.453,2612.0
3705,1235.059,2812.0
3833,1957.452,3006.0
4842,3036.048,2016.0
7751,1263.6884,1308.0
1917,2253.0672,2044.0
7062,2475.4444,2896.0
29,125.8362,-1108.0
7401,1640.5312,1088.0
2262,1922.8304,1558.0
8266,269.649,830.0
8373,2051.9956,2910.0
6269,4436.8912,3876.0
6420,6056.1168,4016.0
2579,1584.604,1696.0
2092,151.8024,440.0
6441,1341.587,1726.0
3754,2886.243,2744.0
7631,495.3552,780.0
1326,3358.2952,4038.0
6032,1511.366,2372.0
7487,4065.3748,3098.0
4136,262.991,2324.0
1526,1258.362,1476.0
5053,2940.1728,2708.0
202,1701.7848,2276.0
1578,372.848,264.0
6535,4165.2448,2982.0
1425,251.6724,544.0
6377,587.2356,1692.0
4576,1955.4546,2858.0
6063,419.454,772.0
4152,5274.4676,2456.0
771,1687.1372,3430.0
3611,2004.058,2256.0
8281,2366.919,4176.0
5917,1709.1086,1692.0
6884,5816.4288,3592.0
8513,595.2252,1650.0
5611,4233.1564,4048.0
210,133.16,432.0
3291,2770.3938,2438.0
5772,1895.5326,2352.0
1150,3038.7112,1770.0
2764,1737.738,2356.0
4273,1733.0774,1336.0
2009,1556.6404,4996.0
7502,1318.284,2116.0
1645,3057.3536,2704.0
2923,2428.8384,2262.0
7386,369.519,202.0
6396,4287.752,2708.0
4974,1104.5622,2218.0
6123,1810.976,2930.0
5380,2768.3964,3910.0
1143,1593.9252,1804.0
5787,3866.9664,1800.0
5258,2299.6732,1714.0
3125,2603.278,2480.0
7212,3436.1938,4212.0
895,527.3136,4128.0
4962,5834.4054,3988.0
8347,3072.667,3752.0
3601,2527.3768,1466.0
5314,750.3566,1624.0
1161,509.337,790.0
1573,4660.6,3726.0
2476,2332.2974,2660.0
1893,661.1394,3202.0
1961,4119.3046,4260.0
4086,1038.648,2128.0
2031,2556.672,2632.0
4492,2436.828,1988.0
4269,4266.4464,3704.0
7431,3691.1952,2800.0
378,3251.1014,2684.0
2577,846.8976,1892.0
7173,1662.5026,2424.0
2124,215.7192,4.0
2111,4633.968,3718.0
4398,2503.408,2614.0
4944,2175.8344,1830.0
2108,4729.8432,2912.0
308,1039.9796,1440.0
7555,2045.3376,4030.0
1712,3340.3186,1900.0
3156,1725.7536,3318.0
3935,551.2824,1028.0
2101,1808.9786,2608.0
7735,4577.375,4440.0
4606,4660.6,3640.0
7876,2137.8838,2680.0
4041,517.3266,994.0
214,324.9104,688.0
2797,1496.7184,2866.0
3875,1906.8512,1880.0
6455,1458.102,1606.0
70,3435.528,2756.0
7544,4847.024,3800.0
5333,4042.7376,2634.0
2088,101.2016,-1056.0
6582,767.0016,880.0
8483,1612.5676,2168.0
2065,467.3916,1740.0
3618,918.804,2252.0
5869,2994.7684,3396.0
1687,649.8208,998.0
4149,1725.7536,1104.0
7369,950.7624,1246.0
2470,555.2772,1112.0
6847,3537.3954,2768.0
2308,640.4996,880.0
2071,210.3928,1644.0
865,2157.192,1896.0
4337,1323.6104,2256.0
6400,155.7972,-960.0
3916,1023.3346,620.0
6755,1318.284,1504.0
613,177.7686,1010.0
467,2067.309,1450.0
4579,1504.0422,2720.0
7958,3307.6944,2558.0
802,331.5684,912.0
8106,549.9508,604.0
2620,149.805,504.0
7081,392.822,1218.0
3523,545.956,1494.0
8060,143.8128,440.0
2500,3057.3536,3128.0
4074,4207.856,4096.0
5649,1021.3372,2088.0
4231,2348.9424,3140.0
3335,2821.6604,3584.0
6952,139.818,366.0
3065,1705.1138,2178.0
7397,2587.9646,2832.0
6239,656.4788,636.0
7945,185.7582,1076.0
3327,2013.3792,1828.0
1455,5887.6694,4024.0
7895,5100.028,3662.0
4732,968.739,1060.0
456,9158.079,5544.0
4674,351.5424,836.0
8379,2372.9112,3152.0
23,214.3876,-196.0
5420,3179.195,3452.0
527,323.5788,610.0
7408,6157.3184,4368.0
479,2205.1296,2922.0
4968,432.77,1562.0
6898,1151.834,3588.0
2350,197.7426,1260.0
4284,549.285,1074.0
5712,4247.804,2968.0
2446,585.904,1992.0
3075,6093.4016,3622.0
3663,774.9912,1082.0
7029,882.8508,788.0
51,850.8924,2184.0
3728,2281.6966,1632.0
3698,209.727,722.0
4127,299.61,1326.0
489,37.9506,-1236.0
2630,3113.2808,3524.0
3319,2614.5966,1896.0
3681,1518.024,1036.0
3209,642.497,2164.0
8043,283.6308,292.0
2828,905.488,3720.0
7636,575.2512,724.0
4540,5303.097,4516.0
3697,2529.3742,1420.0
3619,1808.9786,2726.0
5143,337.5606,1810.0
1652,498.0184,730.0
6393,1070.6064,2920.0
2768,934.7832,956.0
7162,2061.3168,2840.0
2194,2579.975,1700.0
4626,3149.234,2356.0
1089,1006.6896,1446.0
5914,2343.616,1856.0
6342,4587.362,2788.0
7023,5020.132,2974.0
6583,1669.8264,2318.0
7626,144.4786,366.0
3759,3006.087,2326.0
3725,4781.7756,2834.0
4869,2055.9904,2072.0
1960,5350.3688,2970.0
3440,127.1678,132.0
6609,1829.6184,1964.0
5038,4795.0916,3022.0
6855,135.8232,-1086.0
2917,1941.4728,1700.0
6918,1962.7784,2924.0
4676,7741.9224,3766.0
4637,372.848,-336.0
148,529.311,2812.0
1800,719.064,1032.0
7921,888.843,1076.0
6459,1767.699,3160.0
4752,756.3488,900.0
8314,4853.682,2578.0
3726,4821.7236,3808.0
8037,1977.426,2932.0
6623,1609.9044,1832.0
2265,1209.7586,3008.0
5164,3263.7516,3436.0
978,762.341,536.0
3287,1416.8224,2892.0
1607,419.454,780.0
6338,4442.2176,2540.0
4963,1422.1488,1900.0
3039,105.8622,-1108.0
1515,1245.046,1696.0
3538,857.5504,670.0
773,2746.425,1324.0
891,1043.9744,836.0
6247,4399.6064,2264.0
4428,575.2512,472.0
3651,2763.07,1500.0
6961,2356.932,2488.0
2095,1231.73,2018.0
3559,199.74,404.0
3088,1686.4714,1312.0
4624,1534.0032,2448.0
7053,3219.8088,1888.0
3351,2886.243,2904.0
6532,3600.6464,3500.0
8123,3150.5656,3260.0
1891,1068.609,3422.0
7197,2247.7408,2428.0
1870,1685.8056,2296.0
5766,243.6828,228.0
6504,153.134,584.0
3554,1050.6324,2868.0
7724,1491.392,2984.0
3862,1691.7978,2732.0
4084,2543.356,4028.0
3481,1821.6288,2326.0
3524,2388.8904,1632.0
880,1174.4712,1180.0
1726,1761.7068,1912.0
1127,6872.3876,5728.0
2875,467.3916,688.0
2983,4910.275,2800.0
1513,4006.7844,1968.0
1585,1102.5648,1484.0
878,1054.6272,1470.0
6085,401.4774,676.0
6753,4229.1616,4284.0
5667,2530.04,1928.0
7771,2388.8904,2612.0
3348,418.1224,1464.0
5880,171.7764,888.0
2232,3123.9336,2936.0
1290,4189.2136,3100.0
283,2277.036,2348.0
4441,1286.3256,1380.0
1014,1614.565,2506.0
3514,1113.2176,1370.0
8177,1869.5664,3652.0
6999,2094.6068,2420.0
4257,190.4188,-278.0
1766,3125.931,3244.0
5731,1342.2528,2698.0
7222,589.233,3156.0
2708,4460.1942,3268.0
675,3896.2616,2918.0
6433,2354.2688,2386.0
768,1657.842,1840.0
8178,4013.4424,2904.0
3956,3214.4824,4700.0
4807,1874.8928,4020.0
1292,3327.6684,2528.0
4340,1006.6896,796.0
2623,1164.4842,1768.0
5450,858.882,906.0
6222,1282.3308,2164.0
3895,183.7608,-684.0
6234,531.3084,332.0
6345,292.952,620.0
4513,1090.5804,1360.0
1343,2021.3688,3012.0
917,4655.2736,3880.0
5754,1944.136,1444.0
1237,1379.5376,2948.0
2554,1941.4728,3400.0
1690,1294.3152,2476.0
2641,4354.332,4858.0
4341,690.4346,698.0
2860,4863.0032,3468.0
3026,838.908,1700.0
85,2479.4392,2912.0
4601,3695.19,5264.0
7726,4637.9628,3468.0
4539,1406.1696,1882.0
8414,2263.72,2088.0
2716,4224.501,2468.0
7546,4277.765,2796.0
502,527.3136,2262.0
6908,5564.7564,4120.0
7437,1004.0264,2636.0
7252,4161.25,4040.0
4484,1901.5248,2416.0
7251,2163.1842,3780.0
8447,7588.1226,4160.0
5211,2153.1972,2428.0
3656,2749.754,3056.0
8444,482.0392,3358.0
864,932.12,1540.0
8005,1910.846,3044.0
1742,1426.1436,2500.0
170,2120.573,2620.0
4404,1927.491,2112.0
464,4466.1864,2450.0
3223,2873.5928,3264.0
2397,1884.8798,1636.0
557,1747.725,2836.0
8491,4809.7392,3330.0
470,3448.844,3880.0
6359,3010.7476,2892.0
874,619.194,792.0
5301,906.8196,3866.0
3709,8063.5038,5352.0
2340,129.831,-836.0
3856,2014.045,2962.0
5352,2586.633,3440.0
2723,5901.6512,4374.0
3783,4074.696,2804.0
8511,4207.856,3808.0
31,2741.7644,1378.0
5212,1310.2944,2268.0
3683,3528.74,2800.0
2059,1826.9552,3880.0
7327,2684.5056,2310.0
6200,1057.9562,2428.0
418,844.2344,3400.0
2730,2470.118,3878.0
6196,343.5528,980.0
5166,2106.5912,2490.0
984,2182.4924,2928.0
4070,2117.244,2810.0
1855,262.3252,410.0
7716,1797.66,2028.0
6650,1086.5856,1032.0
4943,352.874,868.0
800,1108.557,2118.0
6405,1191.782,1944.0
1388,2087.283,1904.0
3953,3994.8,2452.0
5384,4012.7766,3004.0
2029,1347.5792,1160.0
1448,2647.2208,2732.0
5831,3029.39,2016.0
5190,4026.7584,3576.0
6230,2846.295,1932.0
8197,973.3996,1044.0
7498,433.4358,464.0
5738,1078.596,2308.0
5453,179.766,902.0
4202,322.913,1012.0
5467,3972.8286,2388.0
3359,463.3968,900.0
4026,322.2472,668.0
6349,3332.329,4084.0
2784,3487.4604,2058.0
3101,978.726,1768.0
287,559.272,414.0
3277,5753.8436,4680.0
5644,1612.5676,3582.0
6093,3823.0236,3340.0
7068,2410.196,1930.0
912,2665.8632,1832.0
1746,404.8064,868.0
2951,2423.512,2652.0
5799,7425.0016,4368.0
1854,113.186,-92.0
6969,331.5684,896.0
3055,572.588,368.0
5565,3555.372,3824.0
5970,2308.9944,3224.0
8285,1604.578,2616.0
559,1966.7732,2356.0
138,535.3032,1544.0
6901,2988.1104,3990.0
8143,2348.9424,2164.0
137,1314.2892,1032.0
6749,1926.1594,2780.0
4947,296.281,892.0
5237,4725.8484,3472.0
7595,6431.628,4462.0
3302,894.8352,1102.0
5568,2492.7552,3014.0
8062,2073.3012,1924.0
7902,5257.1568,3284.0
4737,1896.1984,1908.0
2242,984.7182,1976.0
5510,1597.92,2588.0
863,1707.777,1812.0
6648,1159.8236,1528.0
760,5163.9448,2880.0
6088,5946.9256,3430.0
6851,1278.336,1476.0
2703,966.7416,1472.0
5412,3705.8428,2768.0
1940,796.2968,3144.0
2873,1657.842,1948.0
1985,1705.7796,3580.0
7236,7939.665,4204.0
3063,3110.6176,3016.0
8172,2396.88,2596.0
5441,1695.1268,1128.0
1751,6404.996,3868.0
6780,4566.7222,3812.0
4397,3466.1548,2938.0
900,143.147,396.0
2724,511.3344,652.0
393,916.1408,1722.0
2707,539.298,896.0
2735,2656.542,3006.0
3864,1733.7432,2464.0
7059,155.1314,604.0
3429,3418.883,4140.0
5031,527.3136,868.0
831,5976.2208,3980.0
908,657.8104,782.0
3987,1342.2528,1348.0
420,291.6204,-292.0
2570,3643.2576,3084.0
4218,1850.924,2804.0
5658,1272.3438,1278.0
5525,830.9184,1288.0
194,5070.7328,4300.0
290,569.259,1704.0
4713,602.549,1584.0
5856,3488.1262,1812.0
4045,3089.312,3152.0
3426,2535.3664,2644.0
6073,2326.971,2480.0
6351,1800.3232,3650.0
5971,808.947,876.0
4665,2432.8332,2794.0
7308,1428.141,2146.0
7617,2625.9152,2958.0
963,2157.192,1222.0
7309,193.082,-252.0
5117,2892.901,3764.0
5953,3383.5956,1628.0
5857,3515.424,2938.0
2049,1328.271,2730.0
4655,94.5436,-1026.0
6674,125.8362,58.0
4958,5359.69,3658.0
7077,736.3748,872.0
2212,2942.836,1688.0
6554,3775.086,2932.0
2851,466.06,1516.0
159,2471.4496,2462.0
3152,885.514,2224.0
7350,3950.1914,3682.0
2400,2336.958,2850.0
1912,860.2136,840.0
3614,1488.7288,1864.0
6682,2199.1374,3376.0
4411,1779.6834,2542.0
6534,1821.6288,1916.0
6468,282.2992,1974.0
2311,231.6984,1172.0
4456,785.644,644.0
3353,628.5152,374.0
9,4710.535,3030.0
5417,2045.3376,2832.0
1139,2399.5432,3740.0
4472,365.5242,20.0
2884,3020.0688,3478.0
1314,739.038,1194.0
3345,857.5504,1738.0
227,153.134,564.0
7240,916.1408,992.0
3904,2446.815,2656.0
3586,99.87,568.0
8209,3075.996,1654.0
634,2370.248,1896.0
8346,1596.5884,2560.0
7927,4837.7028,3672.0
747,2041.3428,2364.0
8468,467.3916,1308.0
191,4745.8224,4270.0
6672,2993.4368,3054.0
6601,319.584,1710.0
1421,2375.5744,2396.0
1461,3914.904,2944.0
530,1960.781,1692.0
5861,3364.9532,2808.0
4291,517.3266,744.0
7924,276.9728,754.0
7112,1278.336,2646.0
1460,4247.804,3384.0
7205,3004.0896,2090.0
7890,2554.0088,1418.0
291,3866.9664,4200.0
3197,3981.484,4684.0
8488,2756.412,4356.0
4348,2048.6666,1626.0
1352,2356.932,1892.0
2529,5972.226,5040.0
1710,6769.8544,4852.0
2635,5470.8786,4074.0
4578,1384.864,1728.0
3363,3572.017,3592.0
6804,1597.92,2400.0
4222,3200.5006,4152.0
6472,3202.498,3820.0
4644,3235.788,1560.0
6179,555.2772,956.0
1861,2885.5772,3996.0
3598,218.3824,-1032.0
1523,5478.2024,5426.0
6404,4508.1318,3464.0
5820,1090.5804,768.0
48,2576.646,976.0
4583,743.0328,1980.0
3791,968.739,3090.0
3635,759.012,2128.0
321,4950.8888,3548.0
4724,3044.7034,2852.0
1819,1012.016,2060.0
6306,1017.3424,2132.0
2306,3169.208,3036.0
2355,4653.942,2472.0
4630,1151.1682,636.0
1946,3448.844,2784.0
7712,1241.0512,2576.0
5377,985.384,1610.0
2455,3506.7686,2584.0
6888,203.7348,272.0
7579,1388.8588,1768.0
6224,761.0094,1396.0
4430,2684.5056,1834.0
8256,1358.232,2456.0
8086,3825.6868,3728.0
5357,5327.0658,3652.0
840,1406.1696,1500.0
8078,5145.3024,3624.0
6528,412.796,-584.0
6475,2277.036,1656.0
3013,735.709,1076.0
667,1325.6078,1888.0
6193,3475.476,3100.0
1380,1575.2828,1744.0
4677,1186.4556,1876.0
4993,331.5684,1190.0
7957,894.8352,2320.0
3553,731.0484,1964.0
3943,3327.6684,2708.0
1469,2863.6058,2716.0
2436,908.817,2164.0
3814,2649.884,4228.0
1216,1303.6364,1830.0
4031,221.7114,-634.0
5056,1805.6496,1292.0
8108,1731.08,1348.0
5007,2302.3364,2012.0
3114,459.402,1768.0
3615,460.7336,3658.0
4003,1810.976,2108.0
5668,2530.04,3896.0
2252,283.6308,466.0
5814,283.6308,1602.0
1748,2406.867,2656.0
133,101.2016,-228.0
1785,3171.8712,3840.0
1238,3559.3668,3200.0
8240,882.185,592.0
7789,838.908,730.0
5548,2956.152,2988.0
1957,3067.3406,2940.0
1453,3731.809,3236.0
2182,1113.2176,1624.0
8081,1872.2296,1274.0
7416,185.0924,-424.0
5682,1701.7848,2914.0
4651,2048.6666,1994.0
3682,2556.672,3396.0
8303,5313.7498,3602.0
1398,5191.2426,3558.0
8185,1084.5882,1972.0
4016,596.5568,518.0
2078,1022.6688,1000.0
124,866.8716,1068.0
6202,1549.9824,3120.0
2826,995.371,3200.0
2044,805.618,662.0
3136,3858.9768,2946.0
4162,2992.771,1690.0
4389,89.883,-438.0
1868,1244.3802,2804.0
3657,2739.1012,1900.0
2738,1861.5768,2430.0
5679,2596.62,3108.0
7271,1298.31,2300.0
8505,2117.244,3076.0
5191,1301.639,1232.0
6811,75.9012,-342.0
3733,569.259,4308.0
6958,466.06,396.0
5186,2799.689,1644.0
976,474.0496,48.0
4749,908.1512,1380.0
2916,2536.698,2794.0
5020,619.8598,1432.0
2149,1537.998,1284.0
7226,579.246,1652.0
7980,171.7764,-368.0
185,1012.016,1372.0
843,2896.23,1696.0
1815,1977.426,3148.0
3908,1304.968,1516.0
5045,593.2278,3148.0
5695,1436.7964,1196.0
7193,2037.348,1756.0
3872,2556.672,2814.0
8206,360.8636,1024.0
1051,1810.976,3156.0
4812,91.8804,-1072.0
4721,1145.176,2338.0
6365,1677.816,1812.0
6208,183.7608,-450.0
3435,5069.4012,3012.0
3071,3691.1952,2816.0
4382,889.5088,1610.0
2164,910.8144,2116.0
5526,329.571,-28.0
5344,135.8232,-1256.0
7995,4037.4112,3720.0
5651,1340.2554,1922.0
2272,1478.076,782.0
2846,492.692,3536.0
475,1193.1136,1334.0
5537,690.4346,692.0
8403,3984.1472,2526.0
6030,2390.8878,1896.0
7948,2848.2924,2314.0
4586,2053.3272,2744.0
8171,222.3772,1868.0
597,5770.4886,3348.0
3432,88.5514,-484.0
4141,5000.8238,4058.0
8458,452.744,1750.0
1246,1619.2256,1624.0
3220,2530.7058,1886.0
1387,1989.4104,1952.0
2938,798.96,1662.0
1167,1737.738,1572.0
6810,3589.9936,3432.0
6470,4152.5946,3096.0
3200,2040.0112,3986.0
1995,732.38,716.0
5983,1627.881,1822.0
6328,1310.2944,1776.0
6610,758.3462,834.0
153,898.83,1856.0
4706,4306.3944,3120.0
8218,3825.6868,2474.0
1761,2841.6344,2144.0
3701,1970.768,1444.0
275,7298.4996,4182.0
4991,8508.924,3848.0
143,2676.516,2824.0
5743,4807.076,3980.0
6701,1298.31,1628.0
3431,679.116,1060.0
5876,219.714,14.0
7560,7322.4684,3018.0
7983,2552.6772,2196.0
5984,143.8128,826.0
2717,4063.3774,3856.0
4880,335.5632,598.0
3164,455.4072,1752.0
7306,1062.6168,644.0
4390,683.1108,1780.0
7985,2916.204,2448.0
7611,1290.9862,2582.0
272,1929.4884,1388.0
2648,6306.4576,4588.0
875,2808.3444,2328.0
3098,9467.676,5648.0
1926,2167.8448,3112.0
6798,175.7712,-348.0
4166,1904.188,1520.0
7025,6076.0908,3802.0
5114,351.5424,818.0
6339,976.7286,1748.0
2243,2037.348,3676.0
3662,3621.2862,2622.0
2406,3243.7776,1872.0
8228,1813.6392,2448.0
2460,2187.153,2224.0
6467,2603.278,2518.0
7332,431.4384,576.0
7225,4194.54,3264.0
7809,1342.2528,1784.0
6204,677.1186,1760.0
5430,1576.6144,3140.0
3563,801.6232,940.0
6596,1705.1138,2232.0
1433,843.5686,1952.0
6153,2067.309,2860.0
751,3435.528,2756.0
6051,5779.144,3830.0
1916,2181.1608,1674.0
3652,2940.1728,2916.0
8243,2362.9242,2866.0
1008,1334.2632,1704.0
3617,591.2304,828.0
2393,1168.479,992.0
472,8114.7704,4416.0
5094,894.8352,788.0
4838,509.337,1816.0
4774,2283.0282,3968.0
2036,1911.5118,2764.0
2545,739.038,1912.0
8280,4326.3684,3496.0
4945,1403.5064,1268.0
3169,1488.7288,1536.0
4500,1332.2658,970.0
2017,756.3488,1402.0
7710,255.6672,362.0
3885,343.5528,960.0
439,3600.6464,3392.0
263,5359.69,3710.0
7319,3316.3498,3116.0
5092,229.701,-668.0
7321,1651.184,2660.0
893,729.051,2354.0
1479,4492.8184,2260.0
1129,174.4396,-464.0
7379,555.2772,1056.0
6809,4731.1748,4026.0
8270,1937.478,2764.0
2971,1757.712,1346.0
2402,3756.4436,3794.0
2247,5105.3544,2994.0
121,2085.9514,2412.0
818,322.2472,1300.0
4700,2759.0752,2830.0
4448,181.0976,774.0
4346,9251.9568,5518.0
1906,4916.933,3708.0
7097,3635.268,2280.0
6318,253.004,502.0
5768,2708.4744,2508.0
1457,2826.321,3106.0
6580,3803.0496,2448.0
4658,543.2928,764.0
7592,6066.7696,4264.0
8191,1286.3256,842.0
2150,1687.1372,1966.0
496,2348.9424,3058.0
7422,868.869,1532.0
2646,3282.394,1692.0
735,1751.054,2828.0
7360,2748.4224,3644.0
2456,3560.6984,1684.0
4799,454.0756,808.0
5566,986.7156,938.0
5988,2217.114,3522.0
6143,787.6414,1808.0
2608,1949.4624,1968.0
6023,1492.0578,852.0
3192,387.4956,1190.0
812,3617.9572,2562.0
5806,622.523,2056.0
1775,2748.4224,2444.0
146,6301.1312,3448.0
3669,1312.9576,1252.0
206,780.9834,784.0
1294,5382.993,4032.0
3719,1038.648,1504.0
2103,5768.4912,3814.0
2876,885.514,1064.0
3699,415.4592,988.0
5358,4288.4178,3600.0
4762,2024.032,1690.0
6266,89.2172,-1178.0
3689,671.1264,2156.0
8382,3103.9596,2262.0
2670,1611.236,2628.0
240,6795.1548,3926.0
579,1547.3192,1772.0
6256,1771.028,1346.0
698,761.0094,2082.0
4490,402.809,1268.0
4279,1895.5326,2164.0
142,2143.876,1712.0
3263,3318.3472,3810.0
6924,1102.5648,1140.0
3501,5145.3024,3924.0
1856,2181.1608,1348.0
6548,447.4176,1018.0
3021,2721.7904,1600.0
7127,539.298,1720.0
2372,3803.0496,2848.0
4183,355.5372,1012.0
6137,3635.268,3894.0
6327,344.8844,808.0
7992,2440.8228,3040.0
5418,4729.8432,2958.0
2465,4580.704,3704.0
991,9133.4444,5312.0
6330,2143.876,1260.0
3054,142.4812,390.0
7439,2816.334,2514.0
3890,1561.9668,4316.0
2636,2673.8528,2792.0
899,1725.7536,3400.0
6010,1278.336,1658.0
4426,1105.8938,1606.0
1399,1808.9786,1594.0
252,759.012,1080.0
7596,3735.8038,3404.0
1839,363.5268,1022.0
718,2358.2636,2696.0
8235,551.2824,1062.0
5023,2546.685,1732.0
2962,774.9912,2244.0
3860,639.168,968.0
2131,115.8492,-44.0
6323,2410.196,3356.0
6972,1944.136,3144.0
8519,549.285,1752.0
2535,8760.5964,4164.0
5432,2852.2872,1700.0
7753,457.4046,398.0
8104,1470.0864,1982.0
3658,5093.37,3036.0
7037,539.298,1520.0
3942,4725.8484,2930.0
756,1061.951,1536.0
1182,366.19,652.0
3233,1388.8588,1544.0
5216,2783.044,3404.0
3998,529.311,1732.0
3757,8958.339,4608.0
7465,2302.3364,2768.0
4480,3797.7232,2640.0
8149,202.4032,1716.0
1843,1468.089,2602.0
230,4769.1254,4040.0
2043,1637.868,1716.0
2994,3079.9908,2770.0
6049,923.4646,456.0
5436,767.0016,842.0
5690,4869.6612,3396.0
7640,697.7584,1428.0
5796,5339.0502,2796.0
8230,703.0848,804.0
6685,515.3292,944.0
731,1039.9796,798.0
7093,1037.3164,832.0
1369,1985.4156,2156.0
4587,3159.8868,2364.0
2943,575.2512,1168.0
695,2488.7604,3276.0
7249,1829.6184,2128.0
1670,255.0014,2088.0
5124,847.5634,2204.0
4792,2444.8176,2606.0
8094,116.515,20.0
1120,1482.0708,1636.0
3822,1754.383,2432.0
3281,3440.8544,2812.0
6883,150.4708,-676.0
3027,5920.2936,2444.0
7681,575.2512,832.0
5751,490.6946,596.0
7175,2293.681,2480.0
1202,2233.0932,3484.0
6856,2526.711,3618.0
3170,663.1368,1492.0
4747,3263.7516,3458.0
3542,5512.824,3928.0
6886,8217.3036,5344.0
113,4097.3332,3400.0
5473,3846.9924,3364.0
4771,3057.3536,3302.0
2759,1540.6612,1822.0
7685,942.7728,3724.0
2936,1261.691,4104.0
8451,3254.4304,4002.0
6516,1937.478,2696.0
2909,905.488,946.0
3939,1151.1682,2614.0
1696,254.3356,2178.0
2063,1779.0176,1756.0
6603,958.752,1574.0
2228,969.4048,3898.0
3253,1231.73,2072.0
3378,1757.712,1842.0
4064,1989.4104,3500.0
6214,1410.8302,3244.0
1043,7152.0236,4432.0
1531,2043.3402,2402.0
6065,3954.852,3120.0
12,1589.2646,2436.0
1564,6179.9556,2924.0
6403,2106.5912,2404.0
1568,2173.1712,2060.0
4508,508.6712,2016.0
1982,1603.2464,1934.0
5765,4180.5582,2808.0
3519,2087.283,1800.0
2055,37.2848,-1210.0
1867,209.727,1360.0
6782,3020.0688,4052.0
6736,1442.7886,1958.0
1567,3095.97,3330.0
5489,607.2096,1608.0
8217,2726.451,2602.0
2521,4234.488,2896.0
5342,2540.6928,3122.0
5101,219.0482,1636.0
6263,2808.3444,2308.0
4598,7150.692,5248.0
1678,1277.0044,2640.0
7524,3295.71,2200.0
3367,355.5372,1052.0
4986,2306.997,1748.0
7589,1960.1152,2004.0
1086,4420.912,3480.0
6914,1340.2554,1986.0
1983,2709.806,1924.0
806,2037.348,2356.0
4717,37.9506,-1170.0
7754,1118.544,760.0
678,2870.9296,1884.0
1318,2864.2716,2592.0
6661,3111.9492,2652.0
2193,1062.6168,2864.0
2310,2067.309,3576.0
2229,4933.578,3550.0
6546,3139.9128,2842.0
7652,1062.6168,914.0
7811,4170.5712,2330.0
3865,175.7712,892.0
6191,3145.905,2930.0
5584,5077.3908,2606.0
