,y_test,prediction
227,153.134,586.7280950274999
7240,916.1408,1002.1860632289636
3904,2446.815,2664.5705040917705
3586,99.87,572.1124819238469
8209,3075.996,1661.509856667893
634,2370.248,1879.2305699646406
8346,1596.5884,2535.9229901829094
7927,4837.7028,3699.068437354759
747,2041.3428,2369.587263485524
8468,467.3916,1306.5098426608502
191,4745.8224,4260.963312294356
6672,2993.4368,3048.534138865015
6601,319.584,1699.3460087584479
1421,2375.5744,2408.9795741216853
1461,3914.904,2932.468062247819
530,1960.781,1675.2088672446937
5861,3364.9532,2790.6584819632562
4291,517.3266,768.5380623786277
7924,276.9728,750.3317590021559
7112,1278.336,2647.281442040039
1460,4247.804,3367.512808606564
7205,3004.0896,2075.125038396133
7890,2554.0088,1413.5782493703662
291,3866.9664,4188.241814633642
3197,3981.484,4680.849878216328
8488,2756.412,4351.16030187117
4348,2048.6666,1644.9494234499225
1352,2356.932,1877.5340788000526
2529,5972.226,5042.159304543744
1710,6769.8544,4861.138335123641
2635,5470.8786,4059.596299845495
4578,1384.864,1749.6161062739395
3363,3572.017,3591.421462364529
6804,1597.92,2391.7286561176807
4222,3200.5006,4147.102340607587
6472,3202.498,3794.394702483741
4644,3235.788,1568.569709450655
6179,555.2772,969.7499691226681
1861,2885.5772,3980.4696559189574
3598,218.3824,-1015.340621742255
1523,5478.2024,5422.531739746364
6404,4508.1318,3460.241458875873
5820,1090.5804,776.1455147987417
48,2576.646,980.1792259988772
4583,743.0328,1978.5375427705035
3791,968.739,3071.081703986221
3635,759.012,2143.8459789360036
321,4950.8888,3555.847461935538
4724,3044.7034,2844.5902722103287
1819,1012.016,2054.5449553966973
6306,1017.3424,2124.6614969269704
2306,3169.208,3052.93809510135
2355,4653.942,2459.0023184965266
4630,1151.1682,619.5837107073316
1946,3448.844,2799.060394820329
7712,1241.0512,2574.2684712410573
5377,985.384,1621.1888121284455
2455,3506.7686,2579.28441248913
6888,203.7348,258.77284324248444
7579,1388.8588,1774.0389661591666
6224,761.0094,1419.36672126527
4430,2684.5056,1823.8742233953622
8256,1358.232,2445.0856778194484
8086,3825.6868,3727.475350187994
5357,5327.0658,3648.7146874516447
840,1406.1696,1500.5081311214697
8078,5145.3024,3622.73839703252
6528,412.796,-553.5160638769548
6475,2277.036,1647.6570629765592
3013,735.709,1070.4877151960472
667,1325.6078,1897.7577367091033
6193,3475.476,3085.9993585017596
1380,1575.2828,1755.8098460572046
4677,1186.4556,1879.6852944606956
4993,331.5684,1177.131534545076
7957,894.8352,2299.5389140968464
3553,731.0484,1981.9564857992154
3943,3327.6684,2713.0942550338773
1469,2863.6058,2713.4303323921026
2436,908.817,2160.6506317751414
3814,2649.884,4234.186660157082
1216,1303.6364,1817.5231757229756
4031,221.7114,-616.4110949751762
5056,1805.6496,1279.456691333642
8108,1731.08,1357.0797297067302
5007,2302.3364,1995.7912101518893
3114,459.402,1784.4301006302744
3615,460.7336,3639.0253781550355
4003,1810.976,2093.5840985382342
5668,2530.04,3886.8264902694364
2252,283.6308,482.7486310774859
5814,283.6308,1593.0758220731093
1748,2406.867,2648.755777428103
133,101.2016,-213.52182188010852
1785,3171.8712,3851.065005573251
1238,3559.3668,3195.0150004155216
8240,882.185,603.1838063498707
7789,838.908,737.6732686756955
5548,2956.152,2975.5702309176713
1957,3067.3406,2939.724632893085
1453,3731.809,3236.0253716673546
2182,1113.2176,1629.0619175142192
8081,1872.2296,1290.017564021928
7416,185.0924,-393.06545583248
5682,1701.7848,2919.8238865758444
4651,2048.6666,2013.0893019384723
3682,2556.672,3384.9290075722856
8303,5313.7498,3587.134817351592
1398,5191.2426,3560.8840736030406
8185,1084.5882,1961.0078816471296
4016,596.5568,526.5942359721389
2078,1022.6688,994.3181986357216
124,866.8716,1093.1628074399418
6202,1549.9824,3110.4434600336062
2826,995.371,3192.2795149712592
2044,805.618,656.5949158992253
3136,3858.9768,2926.947643130827
4162,2992.771,1679.7561061736956
4389,89.883,-434.5260640636209
1868,1244.3802,2815.2658826270253
3657,2739.1012,1892.0578115085548
2738,1861.5768,2410.992733043772
5679,2596.62,3086.3935817069496
7271,1298.31,2284.032687049422
8505,2117.244,3065.5753054976162
5191,1301.639,1218.0096855005033
6811,75.9012,-339.95342204099506
3733,569.259,4304.18414839855
6958,466.06,396.96155934000757
5186,2799.689,1642.451492522249
976,474.0496,47.663143493545476
4749,908.1512,1369.99690930652
2916,2536.698,2787.9031087927556
5020,619.8598,1438.3229425058157
2149,1537.998,1290.9820678706647
7226,579.246,1648.8620185048906
7980,171.7764,-353.64048972569867
185,1012.016,1365.5960033707288
843,2896.23,1698.6600501970536
1815,1977.426,3128.713222537134
3908,1304.968,1494.3935998134616
5045,593.2278,3153.224746090984
5695,1436.7964,1172.2361602971087
7193,2037.348,1755.197928148538
3872,2556.672,2811.9189854070505
8206,360.8636,1039.9975457119576
1051,1810.976,3143.055766070099
4812,91.8804,-1021.9635150936824
4721,1145.176,2323.4460164691045
6365,1677.816,1800.3533021579167
6208,183.7608,-433.79333435099124
3435,5069.4012,3030.5647770978344
3071,3691.1952,2799.719749391682
4382,889.5088,1604.0110934397708
2164,910.8144,2107.0246143373793
5526,329.571,17.97534209453329
5344,135.8232,-1247.9162975549862
7995,4037.4112,3711.958024822426
5651,1340.2554,1907.9169837142274
2272,1478.076,796.2603070183955
2846,492.692,3533.497548602604
475,1193.1136,1313.249460353034
5537,690.4346,690.0665565235513
8403,3984.1472,2539.9836377011916
6030,2390.8878,1887.0893095652623
7948,2848.2924,2300.843000297168
4586,2053.3272,2727.548084677598
8171,222.3772,1870.361425127125
597,5770.4886,3350.302091364285
3432,88.5514,-461.4213162326264
4141,5000.8238,4057.973927044177
8458,452.744,1763.2417216208946
1246,1619.2256,1633.356576656084
3220,2530.7058,1883.8911281223652
1387,1989.4104,1949.8182355267502
2938,798.96,1648.7277363087574
1167,1737.738,1576.8421521922292
6810,3589.9936,3425.8475752638565
6470,4152.5946,3102.758073768667
3200,2040.0112,3990.3226200618137
1995,732.38,705.226531373617
5983,1627.881,1809.999726229196
6328,1310.2944,1761.3015612031961
6610,758.3462,820.8330147125414
153,898.83,1858.4047463922655
4706,4306.3944,3095.220225137126
8218,3825.6868,2475.9846117423076
1761,2841.6344,2149.0232812342933
3701,1970.768,1445.377945431789
275,7298.4996,4167.676232921494
4991,8508.924,3842.2730235080417
143,2676.516,2830.2661948279315
5743,4807.076,3973.603439391256
6701,1298.31,1616.4065591254991
3431,679.116,1059.6508857206868
5876,219.714,36.736625613172464
7560,7322.4684,3008.61247491374
7983,2552.6772,2204.6253326702913
5984,143.8128,833.7350038041753
2717,4063.3774,3854.354011338515
4880,335.5632,603.1516638501041
3164,455.4072,1788.8951507648435
7306,1062.6168,641.7217874596237
4390,683.1108,1775.3963330055346
7985,2916.204,2437.4785996009678
7611,1290.9862,2589.2419484006236
272,1929.4884,1376.3172277850679
2648,6306.4576,4581.881206239674
875,2808.3444,2314.9625974836877
3098,9467.676,5644.6073327639515
1926,2167.8448,3092.5889386139793
6798,175.7712,-328.39690203000305
4166,1904.188,1527.5496982911725
7025,6076.0908,3805.1887969213008
5114,351.5424,811.3890706330919
6339,976.7286,1736.7929420149549
2243,2037.348,3674.08846132216
3662,3621.2862,2606.418196181956
2406,3243.7776,1861.1299599018612
8228,1813.6392,2436.0761271364177
2460,2187.153,2231.1420478181594
6467,2603.278,2512.1075524056723
7332,431.4384,596.0570676026259
7225,4194.54,3255.147762525612
7809,1342.2528,1801.7472225285028
6204,677.1186,1774.0192652115784
5430,1576.6144,3139.64644405116
3563,801.6232,926.943675239351
6596,1705.1138,2233.5064515448203
1433,843.5686,1938.3453957606632
6153,2067.309,2869.116894625674
751,3435.528,2742.040565099476
6051,5779.144,3821.9543944278907
1916,2181.1608,1673.94906751879
3652,2940.1728,2921.756780986335
8243,2362.9242,2842.696210951944
1008,1334.2632,1704.7776873092905
3617,591.2304,810.786281001778
2393,1168.479,972.4959175800302
472,8114.7704,4410.81139178406
5094,894.8352,782.2726082865149
4838,509.337,1812.7248441423828
4774,2283.0282,3964.9400578676396
2036,1911.5118,2748.3158611748313
2545,739.038,1923.5750033142028
8280,4326.3684,3493.4808058736776
4945,1403.5064,1273.763839323376
3169,1488.7288,1530.049801832623
4500,1332.2658,988.2251203174025
2017,756.3488,1398.2632251231198
7710,255.6672,370.05934976980694
3885,343.5528,942.9492116823296
439,3600.6464,3377.7445610690593
263,5359.69,3708.879542845341
7319,3316.3498,3115.7615730248995
5092,229.701,-633.9886187674657
7321,1651.184,2673.566146873481
893,729.051,2338.957638893687
1479,4492.8184,2244.352767068991
1129,174.4396,-436.4630934297754
7379,555.2772,1086.1761500680595
6809,4731.1748,4019.687737563338
8270,1937.478,2751.4630010700416
2971,1757.712,1342.963235638627
2402,3756.4436,3798.6130358018527
2247,5105.3544,2991.988086016037
121,2085.9514,2415.3803705816435
818,322.2472,1300.9488615903895
4700,2759.0752,2831.808276659914
4448,181.0976,761.9931950266334
4346,9251.9568,5511.636383376486
1906,4916.933,3690.6316112109944
7097,3635.268,2281.3212621633043
6318,253.004,509.92451702989257
5768,2708.4744,2504.4967964061857
1457,2826.321,3106.6379026100803
6580,3803.0496,2440.0154175598555
4658,543.2928,756.7704339596262
7592,6066.7696,4273.515526337394
8191,1286.3256,876.0464261157624
2150,1687.1372,1960.2001305545054
496,2348.9424,3034.115025703555
7422,868.869,1527.3028535421622
2646,3282.394,1685.164322990378
735,1751.054,2819.348320032564
7360,2748.4224,3658.940935755368
2456,3560.6984,1669.9945571748458
4799,454.0756,806.6955254272686
5566,986.7156,921.7718048961342
5988,2217.114,3524.8926040464994
6143,787.6414,1807.680136656797
2608,1949.4624,1961.7254018328815
6023,1492.0578,860.2838996258693
3192,387.4956,1212.3486757560554
812,3617.9572,2544.4180103958934
5806,622.523,2044.2350868682029
1775,2748.4224,2431.14016678858
146,6301.1312,3436.4284066678124
3669,1312.9576,1258.2525825055322
206,780.9834,777.3594348997801
1294,5382.993,4036.7563994191596
3719,1038.648,1520.226560490269
2103,5768.4912,3821.6617738791383
2876,885.514,1081.7891064068328
3699,415.4592,984.6393516859077
5358,4288.4178,3591.165121477295
4762,2024.032,1689.6138665936353
6266,89.2172,-1146.047037888897
3689,671.1264,2143.1311749539477
8382,3103.9596,2260.6243713573895
2670,1611.236,2616.718171875308
240,6795.1548,3919.1291524118415
579,1547.3192,1780.6510128188422
6256,1771.028,1345.7480447467933
698,761.0094,2092.2034875299996
4490,402.809,1273.6176007392369
4279,1895.5326,2151.322631929199
142,2143.876,1711.703202519586
3263,3318.3472,3800.4288879820615
6924,1102.5648,1147.9229526675542
3501,5145.3024,3913.013875916299
1856,2181.1608,1358.0303304667998
6548,447.4176,1021.4814303328292
3021,2721.7904,1590.751562393211
7127,539.298,1728.0267920217943
2372,3803.0496,2852.260772296217
4183,355.5372,1017.8352265651664
6137,3635.268,3888.0578081374265
6327,344.8844,829.4919936326464
7992,2440.8228,3031.2476116797598
5418,4729.8432,2950.555199875094
2465,4580.704,3693.201924697087
991,9133.4444,5297.031233108643
6330,2143.876,1262.803120612808
3054,142.4812,392.98010420510195
7439,2816.334,2502.898253927144
3890,1561.9668,4319.0863899253145
2636,2673.8528,2787.5227879935537
899,1725.7536,3399.8243023538625
6010,1278.336,1662.029870224131
4426,1105.8938,1586.2182586955298
1399,1808.9786,1590.7768707775008
252,759.012,1080.1709159857328
7596,3735.8038,3414.7448702589163
1839,363.5268,1020.8101413942168
718,2358.2636,2690.3317192670033
8235,551.2824,1076.6064642778197
5023,2546.685,1723.420352211552
2962,774.9912,2247.091688563458
3860,639.168,973.6213163366084
2131,115.8492,-10.220871585887608
6323,2410.196,3338.7178251576725
6972,1944.136,3127.139869455516
8519,549.285,1763.8502390689664
2535,8760.5964,4161.131761622949
5432,2852.2872,1715.2542963830876
7753,457.4046,422.08417293869206
8104,1470.0864,1997.5561089835335
3658,5093.37,3042.7416492336333
7037,539.298,1516.0445436264013
3942,4725.8484,2940.1538728151004
756,1061.951,1527.7083267679827
1182,366.19,640.4458598117164
3233,1388.8588,1521.7520838400803
5216,2783.044,3404.1603791937896
3998,529.311,1738.228221813241
3757,8958.339,4626.491818585766
7465,2302.3364,2770.3615483178087
4480,3797.7232,2661.7863443467695
8149,202.4032,1708.3177058839797
1843,1468.089,2587.1370878159773
230,4769.1254,4040.1308421040653
2043,1637.868,1697.2455425902915
2994,3079.9908,2760.6138112455724
6049,923.4646,463.0524881877846
5436,767.0016,829.6604725828472
5690,4869.6612,3377.0623656429943
7640,697.7584,1445.0839874860221
5796,5339.0502,2805.212152128899
8230,703.0848,797.0621365085615
6685,515.3292,946.1176890297738
731,1039.9796,788.785882874067
7093,1037.3164,834.6262661452206
1369,1985.4156,2156.9070852319596
4587,3159.8868,2367.492778471031
2943,575.2512,1184.8707850994106
695,2488.7604,3274.729553940715
7249,1829.6184,2117.7968152529525
1670,255.0014,2104.394391549049
5124,847.5634,2196.681514264199
4792,2444.8176,2595.114164200395
8094,116.515,56.506206351754145
1120,1482.0708,1659.4378026601444
3822,1754.383,2427.2524872339804
3281,3440.8544,2809.3853587222375
6883,150.4708,-652.746382099098
3027,5920.2936,2443.902411783827
7681,575.2512,838.5066933278991
5751,490.6946,591.901118347808
7175,2293.681,2484.1513702403927
1202,2233.0932,3474.2203229332954
6856,2526.711,3624.0350202544587
3170,663.1368,1502.5715516214623
4747,3263.7516,3452.825801669581
3542,5512.824,3918.7063438882133
6886,8217.3036,5348.4545217410505
113,4097.3332,3384.6366661854518
5473,3846.9924,3342.8187841733406
4771,3057.3536,3280.6580408597065
2759,1540.6612,1819.9781847424763
7685,942.7728,3700.5336618093315
2936,1261.691,4098.454107869723
8451,3254.4304,3994.6702146889247
6516,1937.478,2700.154121923876
2909,905.488,938.9760014331468
3939,1151.1682,2606.8324907800647
1696,254.3356,2198.523833506496
2063,1779.0176,1733.495526480179
6603,958.752,1574.0728951525864
2228,969.4048,3892.151639007611
3253,1231.73,2057.4853026698265
3378,1757.712,1853.9035174224005
4064,1989.4104,3510.8589219512805
6214,1410.8302,3235.166073703638
1043,7152.0236,4404.993847966378
1531,2043.3402,2398.849608361823
6065,3954.852,3101.0095946416795
12,1589.2646,2435.2141523455493
1564,6179.9556,2911.4529698183082
6403,2106.5912,2385.6088465808775
1568,2173.1712,2066.390405456008
4508,508.6712,1994.8189519732255
1982,1603.2464,1931.7048398882864
5765,4180.5582,2808.075720403803
3519,2087.283,1795.9068875062728
2055,37.2848,-1171.1875556744526
1867,209.727,1373.3712462776934
6782,3020.0688,4037.213172031871
6736,1442.7886,1960.4614264292456
1567,3095.97,3318.045662302275
5489,607.2096,1599.8849740625612
8217,2726.451,2585.400140036974
2521,4234.488,2892.242565023597
5342,2540.6928,3130.3030620061786
5101,219.0482,1655.7264662482935
6263,2808.3444,2309.4056983159944
4598,7150.692,5230.241036077025
1678,1277.0044,2630.844444851805
7524,3295.71,2199.483079442208
3367,355.5372,1039.5353420555073
4986,2306.997,1754.1910924724243
7589,1960.1152,2019.257313151316
1086,4420.912,3481.814636681928
6914,1340.2554,1986.5640198198594
1983,2709.806,1916.4743041170395
806,2037.348,2355.957116162789
4717,37.9506,-1158.5260224884055
7754,1118.544,747.3231042502864
678,2870.9296,1884.104188254821
1318,2864.2716,2585.3641978505193
6661,3111.9492,2638.9900605736348
2193,1062.6168,2866.113405734805
2310,2067.309,3575.645396551743
2229,4933.578,3570.8139595794164
6546,3139.9128,2836.8495205238737
7652,1062.6168,905.4573807880782
7811,4170.5712,2335.0061299631225
3865,175.7712,904.8795929553621
6191,3145.905,2926.6161477516503
5584,5077.3908,2621.5401354977157
5388,4965.5364,3208.2500335544464
1484,3848.324,3168.225623373502
3585,1448.7808,2838.2379707426744
1520,1182.4608,2332.034497622469
3518,4202.5296,4189.170099311901
5078,2796.36,3657.899054400697
4130,327.5736,696.5454787173985
4265,36.619,-1245.352342945507
7294,1930.82,1637.159343305241
6,343.5528,1003.4978026453649
4641,2221.1088,1477.7099798405654
783,3364.9532,2883.6112699871455
3099,1618.5598,2004.3974969093022
8115,579.246,623.1643474905002
4625,3551.3772,3959.267259874243
8,1076.5986,1617.3524187998862
7568,379.506,1070.0003260746748
5588,2854.9504,2820.129675565952
1702,5326.4,2605.1431364393775
2883,3113.2808,3559.551086066385
517,372.848,356.8165101267343
5907,647.1576,851.4199776736565
6644,50.6008,-971.1423474747198
993,2836.308,2314.9033130035878
1136,1012.016,2295.2374731747764
3032,2458.1336,3008.551012174224
3780,4604.6728,4286.714150343479
3931,1154.4972,3121.749248091582
2702,347.5476,906.9221018478502
3498,6458.26,4100.336257321929
7329,1034.6532,1255.895672853981
4532,479.376,761.1930590266622
6226,5226.53,3328.200633707032
3456,4133.2864,4153.42387874087
3018,155.1314,630.1995746395742
7216,745.696,653.0090786112362
1771,3078.6592,2899.3715735796673
7998,109.857,12.31294014971786
4117,234.3616,60.01094125725126
4476,1797.66,1470.343977051845
4860,722.393,1661.8375567004568
1700,7116.0704,5059.089653151637
3646,4258.4568,2610.4235248345303
1001,703.0848,1936.8352166654354
7539,7017.532,5055.790521642468
5591,317.5866,775.5368470574408
371,384.8324,1353.50945488268
5340,5049.4272,3351.0098452790885
826,5182.5872,2623.9289469418104
2932,5715.2272,3193.5453179879723
402,6911.004,3659.0667437910333
4463,2570.6538,3135.2555320364963
2196,459.402,428.10854864211564
3655,1928.1568,1580.0124016777318
2602,3006.087,2236.668418020627
7856,6064.1064,4416.897828998066
7851,3528.74,2297.7943658145427
3594,1926.1594,2696.973709425144
1784,4138.6128,2383.9870979462357
1160,3129.26,2242.332008822332
7842,386.8298,856.3839298005056
4821,2290.352,3590.403844223627
6760,1470.0864,1734.5237647492045
1196,3661.9,3079.6910339182223
6297,2227.101,2324.7534855940444
5266,2073.967,2449.031873308698
220,1995.4026,903.405724264202
6211,539.298,723.7220430186583
3424,1174.4712,2769.9612269410195
8080,3002.758,2394.9557363544427
3034,1655.1788,1238.2864261538089
4156,5238.5144,2929.671429824365
364,182.4292,1024.6926274025868
7038,1030.6584,3260.9183848014454
5665,4693.89,4519.733892568016
6992,1406.1696,1251.4829873115532
7881,469.389,615.3461928605047
1281,4264.449,2011.901205608362
5757,484.7024,413.5766479652907
6040,110.5228,-946.184043905826
130,7968.2944,4291.83221061312
302,5895.659,2610.6450500362794
5855,3554.7062,3040.4737816262323
6166,406.138,716.8325953958911
1790,4111.9808,4077.2840501750006
3471,2153.1972,1660.095113165658
5807,804.2864,1285.528518445024
4100,5141.3076,3075.908467816998
235,2293.0152,4741.408709199193
4642,1225.072,1082.286947690663
4314,5106.686,3145.0185891073693
1108,1606.5754,1386.726010008526
1232,4845.0266,4030.4621377327635
5221,3769.7596,2955.9705768448434
7257,5536.7928,3143.598008019979
862,2014.7108,1934.7948129558458
1361,2700.4848,3595.5991636670187
8318,316.9208,654.4713019051851
3937,1330.2684,2308.3351210559913
8247,1577.946,1788.195032215561
4668,1382.2008,1975.270278510026
1370,5954.2494,2986.3544419174514
7715,3301.0364,2861.3136083953927
6435,3563.3616,2344.4214083697607
730,886.8456,897.760020121467
555,1757.712,1364.8950093618812
7883,1270.3464,1687.820240555339
4050,6114.7072,4412.282565926971
1774,3787.0704,4177.927016284183
5161,1534.0032,1600.7983127152945
7944,961.4152,829.3562968221279
4592,399.48,702.859539420009
8126,3520.0846,3066.049945846
3991,980.0576,2050.9536744484467
3368,2257.062,2053.6142512965193
5990,1547.3192,4980.275486576062
910,727.0536,485.4931560759159
2293,8604.7992,3793.864081769546
1881,3415.554,2994.8022782934463
5014,425.4462,554.3411033283064
5852,3615.294,3939.2556490078155
3631,5400.9696,3351.0154837117384
2543,1230.3984,1554.6135657868883
1173,5404.9644,3573.5264955604734
2731,525.982,1668.6194680774101
1027,830.9184,887.7909972462608
5454,3094.6384,3129.8965471250885
7587,1731.7458,1670.0338181991644
2171,4958.8784,4190.104448552938
443,2133.2232,1898.6386899198012
2378,3205.1612,3258.936211161562
84,3091.9752,4164.888259191831
3262,1544.656,1247.0032249126734
4121,633.8416,1479.4526521829484
729,5113.344,4001.449891464031
7728,1944.136,1557.9401089278545
3073,6893.0274,3681.7176275560614
5842,1014.6792,1088.8000053512123
5782,2117.244,2734.12410393002
2861,6048.793,4083.396979427528
5153,4374.306,3854.4143505121774
1974,4548.0798,2670.5459285256743
3358,2460.7968,1744.6108455645829
8117,1225.072,3884.5514725135117
2728,171.7764,1604.5595016397056
281,6088.0752,3881.6601991999446
7177,1697.79,1568.207857839798
1939,2277.036,1831.3716767964515
8001,4233.1564,3890.7620980577644
2913,982.055,2873.140579627017
8100,3775.086,3077.277131606412
4174,126.502,1045.6876924418216
7829,5283.123,5118.71690222952
534,2684.5056,2364.6361127633772
6326,940.7754,1739.724087438682
2048,849.5608,705.4419775297749
539,2719.793,2312.7731779951946
4372,2696.49,2421.84678591861
1554,4153.9262,3909.8875115944197
1715,886.8456,432.1016782091317
7237,1125.8678,972.3448996665286
1551,2330.3,2634.2778803191404
3572,2407.5328,2422.7953587152488
6397,1864.24,3710.7296476831184
8252,1823.6262,2729.1451785026024
1362,1581.9408,2009.7504977547392
4763,4207.856,4249.82757128756
7024,1422.1488,2496.742107662737
269,2516.724,2770.553078469965
661,7443.644,4089.1366859097184
7259,3483.4656,2346.5381499907967
4375,2546.685,2506.578238932338
5523,663.1368,1772.2970906975627
774,1331.6,2722.944223543433
2999,2141.2128,2827.7548149299178
5976,447.4176,693.1259647024928
4008,1640.5312,2334.21013932877
2995,5466.8838,5525.758362732169
2501,1904.188,3092.9477371840885
5169,1701.7848,3035.3229020205013
5832,192.4162,1197.805817586146
5915,1264.3542,2245.6743055756065
2754,2163.85,1429.9329412067834
8431,848.895,999.5715585804741
4172,1629.8784,2556.080077011574
7612,36.619,-1275.2600860327962
2513,3119.9388,2347.1105248315403
6845,4804.4128,3470.688370749739
6954,2450.144,2448.506228517433
2235,1992.0736,1897.1647556315984
8254,1985.4156,2260.051345460339
2584,2402.2064,1711.0158528320273
6048,2281.6966,1744.1324988472556
5255,4261.12,4825.660045081433
322,958.752,945.6051333776961
7272,2659.871,2529.9449250032817
4429,3739.1328,3642.043409627533
5606,447.4176,771.5120558691592
4890,1181.795,3392.189889197838
3838,671.1264,996.5319819105259
3213,7247.233,4788.2395951281915
5609,2406.2012,2882.5605044963577
2823,1887.543,3274.0622927029544
7874,2732.4432,2321.645822690046
3482,5500.8396,4066.992289067782
34,2085.2856,2625.016749817516
5087,1071.938,1433.9619063432037
2179,1053.2956,1163.545718771412
3900,1444.1202,2356.320205389102
6556,202.4032,-136.68970921012465
2911,173.108,565.0628496256707
4422,1528.6768,3138.512178573732
4826,2165.1816,2936.1504026964003
7839,5073.396,3929.0644485392963
2318,168.4474,791.4132970194701
6997,312.926,592.4621205292378
6505,1917.504,4454.106288472893
6957,6231.888,2842.043628857525
3251,2745.0934,2264.309139468891
7713,316.9208,570.0179039430413
6751,1428.141,1518.834435383751
861,126.502,-860.2775740698216
8242,605.878,1369.3208233445055
6447,2255.7304,2748.562025398528
2782,256.333,2242.8630020243936
1189,1605.9096,3100.0946771554068
4671,1599.9174,1043.2210756051877
6477,2822.992,2820.0280536329165
811,2868.9322,2973.793243934304
256,259.662,867.0774441705779
6754,1148.505,1681.273962757935
2530,1641.8628,1490.2033366611104
3117,2746.425,1800.992552859169
4244,982.7208,1692.8957664811412
4556,1854.9188,1857.5387285805564
6178,1182.4608,871.2796127586304
7172,3155.892,4047.050548969061
2652,1438.128,2892.6067714961846
3414,1549.3166,3414.8886500657013
7507,2451.4756,2849.8075192790893
6560,5841.0634,3135.880325158137
2431,2348.9424,2808.9898082211785
5150,107.8596,-1006.2273043645787
7709,2220.443,1315.9361253050583
260,4950.8888,3579.2041721616197
8113,6579.4356,3837.1983721520755
4209,175.7712,724.1925890124992
2329,719.064,1205.6570151107835
2756,679.116,547.5875781211429
2841,5851.0504,3201.8977668292396
4309,2694.4926,2274.8071756472077
5160,458.0704,1741.1329782767225
2033,1505.3738,1539.0310228262351
4884,5635.3312,3859.743859952385
5283,1537.998,1686.8225441355069
4033,1771.028,1760.7657054117503
2100,2343.616,3433.9406405988275
2606,467.3916,748.0519434105911
1487,2241.0828,3928.883406111185
5747,4379.6324,3213.844658385951
5567,946.7676,1783.5494219538232
6805,882.185,934.2748059096557
5635,3661.9,3882.022074486741
758,4592.0226,5261.987194406362
3341,299.61,-911.089489282467
1859,7504.2318,4488.006692445975
3731,515.3292,1510.465823816604
6695,2061.3168,1275.7560293620334
554,4916.2672,3105.4546279065844
6624,2626.581,2755.252407619684
7247,1725.7536,2303.988810181862
601,1565.9616,3049.6955653284526
1601,6574.775,4243.069789437237
2550,769.6648,2219.323543364733
8072,4379.6324,2611.6686254110623
3166,2090.612,3274.473617929689
3447,2153.1972,1666.1183503319332
5386,191.0846,1163.478519162175
5329,4294.41,2235.4537448680876
927,1569.9564,2837.3835278841416
7547,1970.768,1747.8712926918097
1692,1869.5664,2507.7206848341543
5788,642.497,2146.718267244516
5773,423.4488,1606.075422019922
3124,1437.4622,1362.1753397901912
5506,3265.749,3160.0086318315175
2829,1874.8928,1927.2496378330486
2967,1362.2268,2206.8927987616707
2572,4247.804,3133.16161224736
6825,1238.388,1366.9889335182127
2657,4016.1056,2392.585905317931
8389,2402.2064,1738.6833237893463
535,2085.2856,2795.8526585942586
3914,1545.9876,1462.119352753274
7027,2848.2924,1511.9417158693043
7447,2693.8268,3246.1150679146576
5543,1065.28,1675.6254848949068
8079,3617.9572,2653.0630860007136
6107,555.2772,1524.8801053772756
7100,1298.31,1590.8758934360492
429,848.895,905.9288953407495
4255,323.5788,723.7383850198439
8205,2410.196,1913.2769792411614
7819,1174.4712,1589.0845242202315
6773,892.8378,1597.4454699974644
1328,5321.0736,3514.1943404683398
2346,1295.6468,1509.5731072628444
1814,317.5866,-185.37185618190097
6828,458.7362,532.3918153950615
2824,1318.284,1164.7131053798892
6537,8789.8916,4459.74451779755
6962,3946.8624,2673.9553171755397
320,5448.9072,3650.777415262204
2526,3954.852,2357.82164262881
5406,1665.8316,1526.8866686227177
5461,218.3824,-118.38157478342396
7190,1948.1308,1635.2516483966795
2334,3672.5528,3610.3811586325783
8259,2336.958,1315.4410204614053
4719,2093.941,2004.8680000458342
1145,4889.6352,2874.7104296988014
7035,2826.321,3039.828909391959
8297,1607.907,1947.1413709841843
7145,885.514,1902.223694077289
6361,1547.985,3147.712611947858
5753,1662.5026,2437.0458911373776
2838,6024.1584,5063.778326882064
2811,466.06,1037.8580275052168
3847,1657.842,1929.12215151286
5360,4566.7222,3506.365910473575
2249,986.7156,1291.7721867278358
7896,1641.197,2943.7192672523724
3269,471.3864,714.2490596737953
4798,814.9392,1583.312079326805
2279,2490.092,2026.4336586492996
5790,247.0118,1970.088299790309
5659,5375.0034,3727.837259212992
1922,4434.228,3356.102866962854
5573,69.2432,220.95528879256472
4730,5896.3248,3947.0352066585606
6818,6041.4692,3650.2603295599974
7696,778.3202,1717.2189273529584
1495,4187.2162,3496.392549266971
1267,1884.214,2788.530160665772
3723,4580.704,3708.0105400793573
6429,4138.6128,3783.976279670216
5472,1797.66,2055.5151833165874
745,960.7494,1279.4043361786523
4367,5201.2296,2683.2431484284302
3690,4757.8068,4204.929401525568
1953,731.0484,3890.9432685893776
109,812.276,554.5283235264781
7072,335.5632,-21.06853562808851
4581,1245.046,1210.5353691886348
3411,1947.465,1323.1198583035698
2118,780.3176,3091.1554837351173
3305,1618.5598,1838.226501640694
4632,2554.0088,2914.37156633129
3729,3408.896,3087.106191237003
2839,4711.2008,2517.3640704707577
6322,3064.0116,2024.594885922913
346,1937.478,1128.4317225813015
5128,1845.5976,4161.336614165377
1095,3383.5956,2424.9585147538305
